"","letter","synapses","sex","treatment","time","ID","P1","P2","X","Y","age","animal","category","cell","notes","days_alone","animal_or_slicing_problems","R_a"
"552","AZ","Glutamate","Female","Control",14.83,"23630006",-36.12,-20.86,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"553","AZ","Glutamate","Female","Control",14.92,"23630006",-27.93,-38.92,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"554","AZ","Glutamate","Female","Control",15,"23630006",-16.62,-8.69,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"555","AZ","Glutamate","Female","Control",15.08,"23630006",-29.8,-9.66,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"556","AZ","Glutamate","Female","Control",15.17,"23630006",-27.72,-13.07,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"557","AZ","Glutamate","Female","Control",15.25,"23630006",-36.64,-34.81,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"558","AZ","Glutamate","Female","Control",15.33,"23630006",-32.49,-12.35,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"559","AZ","Glutamate","Female","Control",15.42,"23630006",-16.96,-10.25,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"560","AZ","Glutamate","Female","Control",15.5,"23630006",-21.87,-10.88,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"561","AZ","Glutamate","Female","Control",15.58,"23630006",-31.67,-9.09,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"562","AZ","Glutamate","Female","Control",15.67,"23630006",-23.25,-42.17,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"563","AZ","Glutamate","Female","Control",15.75,"23630006",-33.55,-8.53,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"564","AZ","Glutamate","Female","Control",15.83,"23630006",-23.42,-30.13,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"565","AZ","Glutamate","Female","Control",15.92,"23630006",-15.01,-11.96,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"566","AZ","Glutamate","Female","Control",16,"23630006",-24.66,-35.65,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"567","AZ","Glutamate","Female","Control",16.08,"23630006",-30.2,-11.28,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"568","AZ","Glutamate","Female","Control",16.17,"23630006",-31.33,-11.19,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"569","AZ","Glutamate","Female","Control",16.25,"23630006",-30.77,-10.63,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"570","AZ","Glutamate","Female","Control",16.33,"23630006",-27.08,-12.43,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"571","AZ","Glutamate","Female","Control",16.42,"23630006",-13.56,-10.5,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"572","AZ","Glutamate","Female","Control",16.5,"23630006",-16.49,-14.05,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"573","AZ","Glutamate","Female","Control",16.58,"23630006",-28,-12.74,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"574","AZ","Glutamate","Female","Control",16.67,"23630006",-22.58,-25.63,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"575","AZ","Glutamate","Female","Control",16.75,"23630006",-20.17,-18.94,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"576","AZ","Glutamate","Female","Control",16.83,"23630006",-10.65,-7.6,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"577","AZ","Glutamate","Female","Control",16.92,"23630007",-33.09,-8.06,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"578","AZ","Glutamate","Female","Control",17,"23630007",-27.17,-14.96,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"579","AZ","Glutamate","Female","Control",17.08,"23630007",-19.23,-12.51,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"580","AZ","Glutamate","Female","Control",17.17,"23630007",-15.93,-11.05,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"581","AZ","Glutamate","Female","Control",17.25,"23630007",-23.46,-4.54,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"582","AZ","Glutamate","Female","Control",17.33,"23630007",-31.77,-15.29,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"583","AZ","Glutamate","Female","Control",17.42,"23630007",-31.75,-12.83,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"584","AZ","Glutamate","Female","Control",17.5,"23630007",-30.9,-11.97,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"585","AZ","Glutamate","Female","Control",17.58,"23630007",-34.66,-12.08,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"586","AZ","Glutamate","Female","Control",17.67,"23630007",-22.85,-13.08,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"587","AZ","Glutamate","Female","Control",17.75,"23630007",-25.22,-13.62,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"588","AZ","Glutamate","Female","Control",17.83,"23630007",-19.28,-11.35,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"589","AZ","Glutamate","Female","Control",17.92,"23630007",-39.74,-14.1,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"590","AZ","Glutamate","Female","Control",18,"23630007",-33.22,-11.85,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"591","AZ","Glutamate","Female","Control",18.08,"23630007",-15.35,-6.8,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"592","AZ","Glutamate","Female","Control",18.17,"23630007",-31.34,-11.2,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"593","AZ","Glutamate","Female","Control",18.25,"23630007",-17.18,-14.13,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"594","AZ","Glutamate","Female","Control",18.33,"23630007",-13.76,-7.04,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"595","AZ","Glutamate","Female","Control",18.42,"23630007",-19.09,-9.32,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"596","AZ","Glutamate","Female","Control",18.5,"23630007",-31.71,-15.23,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"597","AZ","Glutamate","Female","Control",18.58,"23630007",-27.12,-8.81,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"598","AZ","Glutamate","Female","Control",18.67,"23630007",-21.34,-9.74,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"599","AZ","Glutamate","Female","Control",18.75,"23630007",-13.68,-11.24,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"600","AZ","Glutamate","Female","Control",18.83,"23630007",-35.1,-14.35,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"601","AZ","Glutamate","Female","Control",18.92,"23630007",-16.39,-10.29,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"602","AZ","Glutamate","Female","Control",19,"23630007",-37.16,-13.36,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"603","AZ","Glutamate","Female","Control",19.08,"23630007",-16.2,-15.59,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"604","AZ","Glutamate","Female","Control",19.17,"23630007",-15.71,-9.61,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"605","AZ","Glutamate","Female","Control",19.25,"23630007",-31.59,-10.83,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"606","AZ","Glutamate","Female","Control",19.33,"23630007",-31.27,-16.62,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"607","AZ","Glutamate","Female","Control",19.42,"23630007",-13.81,-42.5,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"608","AZ","Glutamate","Female","Control",19.5,"23630007",-24.15,-13.77,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"609","AZ","Glutamate","Female","Control",19.58,"23630007",-16.81,-10.09,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"610","AZ","Glutamate","Female","Control",19.67,"23630007",-26.17,-12.13,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"611","AZ","Glutamate","Female","Control",19.75,"23630007",-18.46,-13.57,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"612","AZ","Glutamate","Female","Control",19.83,"23630007",-20.48,-28.41,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"613","AZ","Glutamate","Female","Control",19.92,"23630007",-27.27,-10.79,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"614","AZ","Glutamate","Female","Control",20,"23630007",-29.84,-11.53,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"615","AZ","Glutamate","Female","Control",20.08,"23630007",-31.59,-5.95,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"616","AZ","Glutamate","Female","Control",20.17,"23630007",-14.17,-15.39,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"617","AZ","Glutamate","Female","Control",20.25,"23630007",-32.29,-13.37,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"618","AZ","Glutamate","Female","Control",20.33,"23630007",-21.39,-6.13,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"619","AZ","Glutamate","Female","Control",20.42,"23630007",-39.01,-27.41,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"620","AZ","Glutamate","Female","Control",20.5,"23630007",-32.56,-14.86,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"621","AZ","Glutamate","Female","Control",20.58,"23630007",-24.92,-12.71,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"622","AZ","Glutamate","Female","Control",20.67,"23630007",-24.75,-22.92,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"623","AZ","Glutamate","Female","Control",20.75,"23630007",-29.63,-26.58,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"624","AZ","Glutamate","Female","Control",20.83,"23630007",-27.33,-5.97,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"625","AZ","Glutamate","Female","Control",20.92,"23630007",-20.99,-10.62,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"626","AZ","Glutamate","Female","Control",21,"23630007",-29.83,-16.4,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"627","AZ","Glutamate","Female","Control",21.08,"23630007",-19.92,-22.98,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"628","AZ","Glutamate","Female","Control",21.17,"23630007",-21.76,-5.28,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"629","AZ","Glutamate","Female","Control",21.25,"23630007",-18.43,-9.89,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"630","AZ","Glutamate","Female","Control",21.33,"23630007",-20.17,-15.9,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"631","AZ","Glutamate","Female","Control",21.42,"23630007",-19.82,-36.91,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"632","AZ","Glutamate","Female","Control",21.5,"23630007",-27.39,-14.57,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"633","AZ","Glutamate","Female","Control",21.58,"23630007",-36.96,-21.09,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"634","AZ","Glutamate","Female","Control",21.67,"23630007",-36.86,-8.18,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"635","AZ","Glutamate","Female","Control",21.75,"23630007",-25.43,-13.23,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"636","AZ","Glutamate","Female","Control",21.83,"23630007",-17.95,-17.95,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"637","AZ","Glutamate","Female","Control",21.92,"23630008",-15.51,-16.12,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"638","AZ","Glutamate","Female","Control",22,"23630008",-19.09,-11.77,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"639","AZ","Glutamate","Female","Control",22.08,"23630008",-14.22,-10.56,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"640","AZ","Glutamate","Female","Control",22.17,"23630008",-17.45,-18.67,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"641","AZ","Glutamate","Female","Control",22.25,"23630008",-15.58,-11.31,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"642","AZ","Glutamate","Female","Control",22.33,"23630008",-24.53,-13.55,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"643","AZ","Glutamate","Female","Control",22.42,"23630008",-19.43,-18.82,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"644","AZ","Glutamate","Female","Control",22.5,"23630008",-22.68,-14.74,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"645","AZ","Glutamate","Female","Control",22.58,"23630008",-24.66,-6.96,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"646","AZ","Glutamate","Female","Control",22.67,"23630008",-26.98,-14.78,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"647","AZ","Glutamate","Female","Control",22.75,"23630008",-13.62,-8.74,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"648","AZ","Glutamate","Female","Control",22.83,"23630008",-11.32,-12.54,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"649","AZ","Glutamate","Female","Control",22.92,"23630008",-22.36,-11.37,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"650","AZ","Glutamate","Female","Control",23,"23630008",-16.27,-15.05,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"651","AZ","Glutamate","Female","Control",23.08,"23630008",-14.93,-13.1,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"652","AZ","Glutamate","Female","Control",23.17,"23630008",-25.35,-14.97,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"653","AZ","Glutamate","Female","Control",23.25,"23630008",-25.96,-13.15,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"654","AZ","Glutamate","Female","Control",23.33,"23630008",-27.94,-12.68,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"655","AZ","Glutamate","Female","Control",23.42,"23630008",-24.88,-12.67,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"656","AZ","Glutamate","Female","Control",23.5,"23630008",-19.79,-12.46,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"657","AZ","Glutamate","Female","Control",23.58,"23630008",-29.65,-13.17,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"658","AZ","Glutamate","Female","Control",23.67,"23630008",-18.64,-16.81,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"659","AZ","Glutamate","Female","Control",23.75,"23630008",-21.18,-29.11,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"660","AZ","Glutamate","Female","Control",23.83,"23630008",-19.95,-15.68,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"661","AZ","Glutamate","Female","Control",23.92,"23630008",-18.05,-16.22,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"662","AZ","Glutamate","Female","Control",24,"23630008",-17.85,-11.14,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"663","AZ","Glutamate","Female","Control",24.08,"23630008",-23.99,-14.22,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"664","AZ","Glutamate","Female","Control",24.17,"23630008",-13.38,-9.72,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"665","AZ","Glutamate","Female","Control",24.25,"23630008",-23.34,-12.35,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"666","AZ","Glutamate","Female","Control",24.33,"23630008",-15.44,-12.99,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"667","AZ","Glutamate","Female","Control",24.42,"23630008",-17.99,-11.89,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"668","AZ","Glutamate","Female","Control",24.5,"23630008",-31.64,-16.38,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"669","AZ","Glutamate","Female","Control",24.58,"23630008",-16.31,-14.48,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"670","AZ","Glutamate","Female","Control",24.67,"23630008",-23.2,-21.37,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"671","AZ","Glutamate","Female","Control",24.75,"23630008",-27.73,-15.52,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"672","AZ","Glutamate","Female","Control",24.83,"23630008",-14.54,-24.3,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"673","AZ","Glutamate","Female","Control",24.92,"23630008",-10.29,-4.79,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
"674","AZ","Glutamate","Female","Control",25,"23630008",-26.52,-22.86,352.618,331.7375,32,21,2,"21.1.1",NA,0,"no","2.5, 2.5, 2.6, 2.6, 2.9, 2.6, 2.6, 2.6, 2.7"
