"","letter","synapses","sex","treatment","time","ID","P1","P2","X","Y","age","animal","category","cell","notes","days_alone","animal_or_slicing_problems","R_a"
"1","AO","Glutamate","Male","Control",0,"23623002",-17.37,-78.41,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"2","AO","Glutamate","Male","Control",0.08,"23623002",-24.14,-58.93,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"3","AO","Glutamate","Male","Control",0.17,"23623002",-35.6,-60.02,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"4","AO","Glutamate","Male","Control",0.25,"23623002",-15.82,-32.3,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"5","AO","Glutamate","Male","Control",0.33,"23623002",-53.91,-26.45,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"6","AO","Glutamate","Male","Control",0.42,"23623002",-45.48,-74.78,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"7","AO","Glutamate","Male","Control",0.5,"23623002",-28.13,-69.64,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"8","AO","Glutamate","Male","Control",0.58,"23623002",-27.81,-61.99,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"9","AO","Glutamate","Male","Control",0.67,"23623002",-60.01,-52.68,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"10","AO","Glutamate","Male","Control",0.75,"23623002",-46.89,-60.32,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"11","AO","Glutamate","Male","Control",0.83,"23623002",-47.01,-67.15,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"12","AO","Glutamate","Male","Control",0.92,"23623002",-40.36,-72.09,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"13","AO","Glutamate","Male","Control",1,"23623002",-31.1,-64.67,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"14","AO","Glutamate","Male","Control",1.08,"23623002",-64.87,-51.44,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"15","AO","Glutamate","Male","Control",1.17,"23623002",-27.88,-24.83,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"16","AO","Glutamate","Male","Control",1.25,"23623002",-11.46,-28.55,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"17","AO","Glutamate","Male","Control",1.33,"23623002",-54.54,-62.47,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"18","AO","Glutamate","Male","Control",1.42,"23623002",-37.18,-44.51,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"19","AO","Glutamate","Male","Control",1.5,"23623002",-17.35,-20.4,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"20","AO","Glutamate","Male","Control",1.58,"23623002",-61.64,-22.57,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"21","AO","Glutamate","Male","Control",1.67,"23623002",-28.74,-63.53,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"22","AO","Glutamate","Male","Control",1.75,"23623002",-52.63,-41.03,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"23","AO","Glutamate","Male","Control",1.83,"23623002",-23.29,-44.04,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"24","AO","Glutamate","Male","Control",1.92,"23623002",-68.25,-41.4,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"25","AO","Glutamate","Male","Control",2,"23623002",-9.33,-65.48,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"26","AO","Glutamate","Male","Control",2.08,"23623002",-64.55,-54.79,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"27","AO","Glutamate","Male","Control",2.17,"23623002",-30.46,-65.25,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"28","AO","Glutamate","Male","Control",2.25,"23623002",-49.18,-51.01,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"29","AO","Glutamate","Male","Control",2.33,"23623002",-78.31,-29.48,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"30","AO","Glutamate","Male","Control",2.42,"23623002",-23.58,-8.32,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"31","AO","Glutamate","Male","Control",2.5,"23623002",-43.36,-42.14,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"32","AO","Glutamate","Male","Control",2.58,"23623002",-10.75,-71.17,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"33","AO","Glutamate","Male","Control",2.67,"23623002",-40.47,-28.87,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"34","AO","Glutamate","Male","Control",2.75,"23623002",-46.11,-7.66,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"35","AO","Glutamate","Male","Control",2.83,"23623002",-60.34,-22.49,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"36","AO","Glutamate","Male","Control",2.92,"23623002",-5.71,-61.86,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"37","AO","Glutamate","Male","Control",3,"23623002",-19.63,-14.74,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"38","AO","Glutamate","Male","Control",3.08,"23623002",-21.28,-14.57,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"39","AO","Glutamate","Male","Control",3.17,"23623002",-40.29,-67.15,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"40","AO","Glutamate","Male","Control",3.25,"23623002",-48.95,-44.68,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"41","AO","Glutamate","Male","Control",3.33,"23623002",-52.39,-40.79,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"42","AO","Glutamate","Male","Control",3.42,"23623002",-66.61,-7.4,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"43","AO","Glutamate","Male","Control",3.5,"23623002",-7.73,-16.89,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"44","AO","Glutamate","Male","Control",3.58,"23623002",-9.22,-59.88,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"45","AO","Glutamate","Male","Control",3.67,"23623002",-35.34,-48.16,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"46","AO","Glutamate","Male","Control",3.75,"23623002",-48.32,-31.23,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"47","AO","Glutamate","Male","Control",3.83,"23623002",-33.74,-40.45,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"48","AO","Glutamate","Male","Control",3.92,"23623002",-48.97,-39.82,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"49","AO","Glutamate","Male","Control",4,"23623002",-56.97,-47.82,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"50","AO","Glutamate","Male","Control",4.08,"23623002",-53.16,-9.21,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"51","AO","Glutamate","Male","Control",4.17,"23623002",-43.03,-19.23,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"52","AO","Glutamate","Male","Control",4.25,"23623002",-18.54,-15.49,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"53","AO","Glutamate","Male","Control",4.33,"23623002",-26.29,-51.31,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"54","AO","Glutamate","Male","Control",4.42,"23623002",-30.13,-28.91,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"55","AO","Glutamate","Male","Control",4.5,"23623002",-14.78,-27.6,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"56","AO","Glutamate","Male","Control",4.58,"23623002",-50.91,-13.68,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"57","AO","Glutamate","Male","Control",4.67,"23623002",-6.28,-23.98,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"58","AO","Glutamate","Male","Control",4.75,"23623002",-29.78,-46.26,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"59","AO","Glutamate","Male","Control",4.83,"23623002",-7.81,-30.4,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"60","AO","Glutamate","Male","Control",4.92,"23623002",-19.16,-48.46,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"61","AO","Glutamate","Male","Control",5,"23623003",-69.8,-47.82,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"62","AO","Glutamate","Male","Control",5.08,"23623003",-20.58,-7.77,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"63","AO","Glutamate","Male","Control",5.17,"23623003",-7.66,-14.99,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"64","AO","Glutamate","Male","Control",5.25,"23623003",-38.49,-15.3,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"65","AO","Glutamate","Male","Control",5.33,"23623003",-43.78,-10.83,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"66","AO","Glutamate","Male","Control",5.42,"23623003",-27.48,-48.23,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"67","AO","Glutamate","Male","Control",5.5,"23623003",-8.91,-50.42,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"68","AO","Glutamate","Male","Control",5.58,"23623003",-4.87,-38.44,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"69","AO","Glutamate","Male","Control",5.67,"23623003",-5.66,-11.15,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"70","AO","Glutamate","Male","Control",5.75,"23623003",-6.27,-19.7,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"71","AO","Glutamate","Male","Control",5.83,"23623003",-43.5,-8.71,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"72","AO","Glutamate","Male","Control",5.92,"23623003",-35.62,-8.76,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"73","AO","Glutamate","Male","Control",6,"23623003",-12.53,-47.93,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"74","AO","Glutamate","Male","Control",6.08,"23623003",-40.32,-4.92,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"75","AO","Glutamate","Male","Control",6.17,"23623003",-3.95,-4.56,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"76","AO","Glutamate","Male","Control",6.25,"23623003",-5.3,-41.31,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"77","AO","Glutamate","Male","Control",6.33,"23623003",-8.38,-8.38,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"78","AO","Glutamate","Male","Control",6.42,"23623003",-3.51,-18.16,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"79","AO","Glutamate","Male","Control",6.5,"23623003",-5.84,-33.3,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"80","AO","Glutamate","Male","Control",6.58,"23623003",-21.03,-5.77,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"81","AO","Glutamate","Male","Control",6.67,"23623003",-56.43,-8.21,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"82","AO","Glutamate","Male","Control",6.75,"23623003",-5.53,-6.75,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"83","AO","Glutamate","Male","Control",6.83,"23623003",-3.94,-11.88,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"84","AO","Glutamate","Male","Control",6.92,"23623003",0.02,-48.2,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"85","AO","Glutamate","Male","Control",7,"23623003",-9.03,-29.18,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"86","AO","Glutamate","Male","Control",7.08,"23623003",-8.91,-58.96,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"87","AO","Glutamate","Male","Control",7.17,"23623003",-6.44,-5.83,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"88","AO","Glutamate","Male","Control",7.25,"23623003",-57.46,-11.07,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"89","AO","Glutamate","Male","Control",7.33,"23623003",-39.79,-8.06,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"90","AO","Glutamate","Male","Control",7.42,"23623003",-5.43,-29.84,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"91","AO","Glutamate","Male","Control",7.5,"23623003",-6.96,-8.18,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"92","AO","Glutamate","Male","Control",7.58,"23623003",-11.33,-7.67,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"93","AO","Glutamate","Male","Control",7.67,"23623003",-7.57,-10.01,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"94","AO","Glutamate","Male","Control",7.75,"23623003",-4.4,-6.84,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"95","AO","Glutamate","Male","Control",7.83,"23623003",-10.83,-6.56,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"96","AO","Glutamate","Male","Control",7.92,"23623003",-7.73,-18.11,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"97","AO","Glutamate","Male","Control",8,"23623003",-6.34,-13.06,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"98","AO","Glutamate","Male","Control",8.08,"23623003",-5.25,-21.12,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"99","AO","Glutamate","Male","Control",8.17,"23623003",-8.79,-8.18,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"100","AO","Glutamate","Male","Control",8.25,"23623003",-4.12,-9.61,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"101","AO","Glutamate","Male","Control",8.33,"23623003",-5.55,-11.65,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"102","AO","Glutamate","Male","Control",8.42,"23623003",-5.28,-11.39,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"103","AO","Glutamate","Male","Control",8.5,"23623003",-6.28,-6.89,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"104","AO","Glutamate","Male","Control",8.58,"23623003",-4.47,-9.35,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"105","AO","Glutamate","Male","Control",8.67,"23623003",-5.69,-7.52,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"106","AO","Glutamate","Male","Control",8.75,"23623003",-3.89,-10.6,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"107","AO","Glutamate","Male","Control",8.83,"23623003",-6.81,-6.81,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"108","AO","Glutamate","Male","Control",8.92,"23623003",-2.45,0.6,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"109","AO","Glutamate","Male","Control",9,"23623003",-9.55,-10.77,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"110","AO","Glutamate","Male","Control",9.08,"23623003",-4.86,-9.74,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"111","AO","Glutamate","Male","Control",9.17,"23623003",-5.61,-8.05,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"112","AO","Glutamate","Male","Control",9.25,"23623003",-4.56,-8.22,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"113","AO","Glutamate","Male","Control",9.33,"23623003",-6.73,-11.61,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"114","AO","Glutamate","Male","Control",9.42,"23623003",-3.65,-7.92,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"115","AO","Glutamate","Male","Control",9.5,"23623003",-5.98,-9.64,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"116","AO","Glutamate","Male","Control",9.58,"23623003",-25.61,-7.91,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"117","AO","Glutamate","Male","Control",9.67,"23623003",-5,-6.22,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"118","AO","Glutamate","Male","Control",9.75,"23623003",-7.65,-6.42,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"119","AO","Glutamate","Male","Control",9.83,"23623003",-7.42,-22.07,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"120","AO","Glutamate","Male","Control",9.92,"23623003",-5.73,-14.89,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"121","AO","Glutamate","Male","Control",10,"23623003",-6.59,-15.13,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"122","AO","Glutamate","Male","Control",10.08,"23623003",-7.37,-6.15,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"123","AO","Glutamate","Male","Control",10.17,"23623003",-5.66,-8.1,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"124","AO","Glutamate","Male","Control",10.25,"23623003",-13.08,-14.91,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"125","AO","Glutamate","Male","Control",10.33,"23623003",-4.53,-6.36,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"126","AO","Glutamate","Male","Control",10.42,"23623003",-5.77,-24.08,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"127","AO","Glutamate","Male","Control",10.5,"23623003",-5.28,-6.5,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"128","AO","Glutamate","Male","Control",10.58,"23623003",-19.28,-7.69,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"129","AO","Glutamate","Male","Control",10.67,"23623003",-5.94,-5.33,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"130","AO","Glutamate","Male","Control",10.75,"23623003",-7.8,-5.36,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"131","AO","Glutamate","Male","Control",10.83,"23623003",-4.07,-7.12,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"132","AO","Glutamate","Male","Control",10.92,"23623003",-4.83,-5.44,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"133","AO","Glutamate","Male","Control",11,"23623004",-5.48,-2.43,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"134","AO","Glutamate","Male","Control",11.08,"23623004",-7.78,-5.95,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"135","AO","Glutamate","Male","Control",11.17,"23623004",-6.3,-8.74,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"136","AO","Glutamate","Male","Control",11.25,"23623004",-14.86,-11.2,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"137","AO","Glutamate","Male","Control",11.33,"23623004",-4.87,-6.71,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"138","AO","Glutamate","Male","Control",11.42,"23623004",-3.93,-4.54,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"139","AO","Glutamate","Male","Control",11.5,"23623004",-4.43,-15.42,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"140","AO","Glutamate","Male","Control",11.58,"23623004",-4.96,-4.34,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"141","AO","Glutamate","Male","Control",11.67,"23623004",-4.73,-4.73,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"142","AO","Glutamate","Male","Control",11.75,"23623004",-4.59,-2.75,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"143","AO","Glutamate","Male","Control",11.83,"23623004",-4.83,-12.76,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"144","AO","Glutamate","Male","Control",11.92,"23623004",-7.79,-5.35,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"145","AO","Glutamate","Male","Control",12,"23623004",-6.16,-15.32,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"146","AO","Glutamate","Male","Control",12.08,"23623004",-2.87,0.8,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"147","AO","Glutamate","Male","Control",12.17,"23623004",-6.67,-6.06,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
"148","AO","Glutamate","Male","Control",12.25,"23623004",-0.29,6.42,NA,NA,39,17,2,"17.1.1",NA,1,"no","1.9, 1.9, 1.8, 1.9, 2.0, 3.0"
