"letter","synapses","sex","treatment","time","ID","P1","P2","X","Y","age","animal","category","cell","r_a"
"GI","Glutamate","Female","PPP",20.41666667,"24226006.abf",-9.789717674,-12.23112392,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",20.5,"24226006.abf",-23.32988548,-12.95390892,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",20.58333333,"24226006.abf",-11.85367012,-14.90542793,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",20.66666667,"24226006.abf",-28.14041901,-17.76444244,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",20.75,"24226006.abf",-23.81174278,-13.43576527,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",20.83333333,"24226006.abf",-11.37181377,-12.5925169,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",20.91666667,"24226006.abf",-17.84475136,-14.7929945,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",21,"24226006.abf",-18.78437233,-15.12226295,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",21.08333333,"24226006.abf",-13.71684837,-15.54790306,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",21.16666667,"24226006.abf",-12.56842327,-13.7891264,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",21.25,"24226006.abf",-13.25105381,-15.69246006,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",21.33333333,"24226006.abf",-13.03421783,-22.18949127,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",21.41666667,"24226006.abf",-27.36141777,-13.32333183,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",21.5,"24226006.abf",-14.47978783,-19.97295189,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",21.58333333,"24226006.abf",-24.40603065,-13.41970348,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",21.66666667,"24226006.abf",-16.7525444,-15.53184128,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",21.75,"24226006.abf",-17.91703033,-14.86527252,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",21.83333333,"24226006.abf",-14.05414772,-16.49555397,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",21.91666667,"24226006.abf",-13.5481987,-15.37925339,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",22,"24226006.abf",-16.8087616,-20.47087097,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",22.08333333,"24226006.abf",-30.35695839,-15.70852184,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",22.16666667,"24226006.abf",-14.14248848,-15.3631916,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",22.25,"24226006.abf",-12.62464046,-14.45569515,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",22.33333333,"24226006.abf",-20.02916908,-21.86022377,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",22.41666667,"24226006.abf",-23.07289505,-13.91762161,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",22.5,"24226006.abf",-12.35158825,-14.7929945,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",22.58333333,"24226006.abf",-11.27544212,-15.54790306,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",22.66666667,"24226006.abf",-9.942305565,-12.99406338,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",22.75,"24226006.abf",-14.97770596,-14.97770596,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",22.83333333,"24226006.abf",-20.398592,-16.73648262,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",22.91666667,"24226006.abf",-20.04523087,-21.26593399,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",23,"24226006.abf",-17.63594818,-16.41524506,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",23.08333333,"24226006.abf",-26.95183945,-14.13445759,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",23.16666667,"24226006.abf",-18.46313477,-16.02172852,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",23.25,"24226006.abf",-20.08538437,-15.81292439,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",23.33333333,"24226006.abf",-13.62850761,-16.68026543,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",23.41666667,"24226006.abf",-17.36289597,-19.80430222,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",23.5,"24226006.abf",-17.77247429,-15.94141865,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",23.58333333,"24226006.abf",-26.29330254,-23.85189629,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",23.66666667,"24226006.abf",-20.56724167,-20.56724167,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",23.75,"24226006.abf",-25.89175606,-22.22964668,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",23.83333333,"24226006.abf",-22.23767662,-15.52381039,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",23.91666667,"24226006.abf",-11.74123669,-16.01369667,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",24,"24226006.abf",-23.49853516,-18.00537109,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",24.08333333,"24226006.abf",-25.321558,-13.72487926,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",24.16666667,"24226006.abf",-14.88133526,-16.10203743,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",24.25,"24226006.abf",-22.85606003,-15.53184128,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",24.33333333,"24226006.abf",-21.60323334,-15.49971771,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",24.41666667,"24226006.abf",-15.1704483,-20.0532608,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",24.5,"24226006.abf",-23.81174278,-11.60471058,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",24.58333333,"24226006.abf",-19.26622963,-10.7213068,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",24.66666667,"24226006.abf",-19.98098183,-13.87746716,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",24.75,"24226006.abf",-19.6276207,-12.91375446,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",24.83333333,"24226006.abf",-16.74451256,-13.6927557,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",24.91666667,"24226006.abf",-20.2460041,-14.14248848,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",25,"24226007.abf",-19.42684746,-15.76473808,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",25.08333333,"24226007.abf",-14.51191139,-12.07050514,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",25.16666667,"24226007.abf",-17.65200996,-11.54849434,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",25.25,"24226007.abf",-21.53898621,-28.86320496,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",25.33333333,"24226007.abf",-14.27901459,-13.05831146,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",25.41666667,"24226007.abf",-24.6068058,-16.67223549,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",25.5,"24226007.abf",-12.80935192,-24.40603065,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",25.58333333,"24226007.abf",-28.47771835,-17.49139023,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",25.66666667,"24226007.abf",-16.66420364,-16.05385208,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",25.75,"24226007.abf",-13.9818697,-13.37151814,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",25.83333333,"24226007.abf",-10.77752399,-15.04998493,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",25.91666667,"24226007.abf",-11.09876156,-14.76087093,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",26,"24226007.abf",-31.37688828,-10.6249361,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",26.08333333,"24226007.abf",-23.71537018,-18.83255768,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",26.16666667,"24226007.abf",-14.51994228,-11.46818447,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",26.25,"24226007.abf",-15.6523056,-14.43160248,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",26.33333333,"24226007.abf",-19.61155891,-14.72874737,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",26.41666667,"24226007.abf",-10.74539948,-15.62821198,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",26.5,"24226007.abf",-20.15766335,-12.8334446,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",26.58333333,"24226007.abf",-12.23915482,-14.0702095,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",26.66666667,"24226007.abf",-14.38341618,-11.33165836,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",26.75,"24226007.abf",-9.364077568,-26.45392227,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",26.83333333,"24226007.abf",-14.56009674,-12.72904205,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",26.91666667,"24226007.abf",-10.26354313,-24.30163002,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",27,"24226007.abf",-14.47175694,-13.25105381,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",27.08333333,"24226007.abf",-11.30756569,-14.96967506,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",27.16666667,"24226007.abf",-9.637129784,-12.6888876,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",27.25,"24226007.abf",-24.81560898,-10.16717243,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",27.33333333,"24226007.abf",-8.480674744,-11.53243256,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",27.41666667,"24226007.abf",-27.65856361,-12.3997736,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",27.5,"24226007.abf",-19.71596146,-14.22279739,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",27.58333333,"24226007.abf",-14.76890182,-11.71714401,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",27.66666667,"24226007.abf",-23.85189629,-14.69662285,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",27.75,"24226007.abf",-22.23767662,-21.62732506,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",27.83333333,"24226007.abf",-16.41524506,-20.07735443,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",27.91666667,"24226007.abf",-29.31293678,-16.49555397,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",28,"24226007.abf",-25.96403503,-12.53629971,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",28.08333333,"24226007.abf",-21.37033653,-14.04611683,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",28.16666667,"24226007.abf",-9.805779457,-19.57140541,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",28.25,"24226007.abf",-18.49525833,-19.71596146,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",28.33333333,"24226007.abf",-10.59281158,-24.63089752,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",28.41666667,"24226007.abf",-13.98990059,-21.9244709,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",28.5,"24226007.abf",-15.96551228,-20.84832382,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",28.58333333,"24226007.abf",-16.63208008,-12.35961914,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",28.66666667,"24226007.abf",-22.63119316,-12.86556816,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",28.75,"24226007.abf",-22.26177025,-13.10649681,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",28.83333333,"24226007.abf",-12.03838158,-23.0247097,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",28.91666667,"24226007.abf",-27.50597572,-15.90929508,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",29,"24226007.abf",-17.45926666,-11.35575104,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",29.08333333,"24226007.abf",-16.01369667,-19.06545448,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",29.16666667,"24226007.abf",-11.89382458,-21.04909706,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",29.25,"24226007.abf",-10.82570934,-14.48781872,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",29.33333333,"24226007.abf",-10.10292435,-11.93397903,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",29.41666667,"24226007.abf",-13.03421783,-17.91703033,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",29.5,"24226007.abf",-19.11364174,-14.23082829,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",29.58333333,"24226007.abf",-15.76473808,-12.71298027,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",29.66666667,"24226007.abf",-20.54314804,-9.556820869,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",29.75,"24226007.abf",-17.29864883,-13.02618694,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",29.83333333,"24226007.abf",-13.39561081,-12.78525925,235.96,284.23,28,81,2,"81.1.1",NA
"GI","Glutamate","Female","PPP",29.91666667,"24226007.abf",-13.21893024,-23.59490585,235.96,284.23,28,81,2,"81.1.1",NA
"GK","Glutamate","Male","PPP",0,"24304002.abf",-80.85552216,-60.71391678,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",0.083333333,"24304002.abf",-51.72729492,-101.776123,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",0.166666667,"24304002.abf",-75.62738037,-41.44768906,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",0.25,"24304002.abf",-113.0836868,-56.32099533,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",0.333333333,"24304002.abf",-63.06698608,-69.17050171,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",0.416666667,"24304002.abf",-92.97421265,-36.21151733,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",0.5,"24304002.abf",-94.58039856,-64.673172,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",0.583333333,"24304002.abf",-127.8686523,-38.14697266,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",0.666666667,"24304002.abf",-59.51730728,-93.6969986,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",0.75,"24304002.abf",-33.67373657,-91.65713501,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",0.833333333,"24304002.abf",-80.61459351,-72.68002319,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",0.916666667,"24304002.abf",-96.92543793,-45.0455513,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",1,"24304002.abf",-107.3817215,-54.28113556,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",1.083333333,"24304002.abf",-123.5319443,-38.69307709,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",1.166666667,"24304002.abf",-144.95047,-39.35964584,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",1.25,"24304002.abf",-121.5643616,-52.59463501,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",1.333333333,"24304002.abf",-131.2255859,-39.67285156,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",1.416666667,"24304002.abf",-73.78829193,-101.8644638,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",1.5,"24304002.abf",-46.71598816,-25.35368347,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",1.583333333,"24304002.abf",-58.90695572,-72.94504547,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",1.666666667,"24304002.abf",-27.49794388,-94.63661957,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",1.75,"24304002.abf",-84.75052643,-41.41556549,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",1.833333333,"24304002.abf",-51.47833633,-45.37482071,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",1.916666667,"24304002.abf",-62.23176575,-68.94563293,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",2,"24304002.abf",-95.79306793,-43.30283737,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",2.083333333,"24304002.abf",-48.45067215,-28.91942024,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",2.166666667,"24304002.abf",-65.36383057,-36.06695938,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",2.25,"24304002.abf",-69.33111572,-62.61725235,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",2.333333333,"24304002.abf",-25.00032043,-82.98371887,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",2.416666667,"24304002.abf",-88.67765808,-31.30461121,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",2.5,"24304002.abf",-25.10472298,-97.73655701,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",2.583333333,"24304002.abf",-69.29096222,-57.69428635,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",2.666666667,"24304002.abf",-60.45692825,-32.38075638,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",2.75,"24304002.abf",-76.23773193,-29.85100937,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",2.833333333,"24304002.abf",-81.94773102,-58.14401627,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",2.916666667,"24304002.abf",-110.835022,-43.08600235,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",3,"24304002.abf",-69.79691315,-30.12406158,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",3.083333333,"24304002.abf",-37.3840332,-28.22875977,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",3.166666667,"24304002.abf",-42.33109283,-75.90042877,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",3.25,"24304002.abf",-91.83381653,-44.22639465,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",3.333333333,"24304002.abf",-54.53812408,-28.90335846,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",3.416666667,"24304002.abf",-72.17407227,-33.11157227,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",3.5,"24304002.abf",-76.98460388,-35.48070145,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",3.583333333,"24304002.abf",-36.68534088,-64.15116119,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",3.666666667,"24304002.abf",-24.67105293,-40.54019165,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",3.75,"24304002.abf",-69.29096222,-30.83881569,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",3.833333333,"24304002.abf",-64.40814972,-24.73530006,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",3.916666667,"24304002.abf",-14.59222126,-53.04436874,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",4,"24304002.abf",-15.6523056,-29.69039154,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",4.083333333,"24304002.abf",-35.8019371,-45.5675621,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",4.166666667,"24304002.abf",-74.10150146,-33.81829453,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",4.25,"24304002.abf",-53.70290756,-42.71657944,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",4.333333333,"24304002.abf",-68.16663361,-33.98694611,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",4.416666667,"24304002.abf",-75.9245224,-25.87569427,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",4.5,"24304002.abf",-49.5428772,-23.29776192,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",4.583333333,"24304002.abf",-92.50841522,-19.26622963,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",4.666666667,"24304002.abf",-16.11006927,-69.21065521,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",4.75,"24304002.abf",-63.07501602,-25.23321915,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",4.833333333,"24304002.abf",-77.96437836,-29.74660683,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",4.916666667,"24304002.abf",-57.98339844,-32.95898438,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",5,"24304003.abf",-59.67792892,-16.34296608,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",5.083333333,"24304003.abf",-41.47178268,-35.97861862,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",5.166666667,"24304003.abf",-14.87330341,-16.70435905,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",5.25,"24304003.abf",-17.86081505,-56.92331314,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",5.333333333,"24304003.abf",-9.572882652,-71.82874298,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",5.416666667,"24304003.abf",-39.95393372,-16.15022278,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",5.5,"24304003.abf",-61.39654922,-14.39947796,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",5.583333333,"24304003.abf",-10.69721413,-22.29389381,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",5.666666667,"24304003.abf",-33.14369583,-13.00209427,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",5.75,"24304003.abf",-11.81351471,-53.31742096,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",5.833333333,"24304003.abf",-46.35459518,-25.60264206,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",5.916666667,"24304003.abf",-11.41196823,-43.76060104,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",6,"24304003.abf",-10.51250267,-16.6160183,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",6.083333333,"24304003.abf",-8.777819633,-182.1176605,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",6.166666667,"24304003.abf",-42.70051575,-23.16926575,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",6.25,"24304003.abf",-42.2266922,-23.30579185,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",6.333333333,"24304003.abf",-61.82218933,-27.03215027,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",6.416666667,"24304003.abf",-15.83701706,-23.77158737,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",6.5,"24304003.abf",-13.70881748,-22.2537384,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",6.583333333,"24304003.abf",-39.22311783,-21.52292442,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",6.666666667,"24304003.abf",-37.9622612,-47.11753464,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",6.75,"24304003.abf",-55.15650558,-24.0285778,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",6.833333333,"24304003.abf",-14.3593235,-21.68354225,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",6.916666667,"24304003.abf",-15.66033649,-21.76385117,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",7,"24304003.abf",-16.87300873,-21.14546967,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",7.083333333,"24304003.abf",-13.99793148,-21.93250084,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",7.166666667,"24304004.abf",-4.898874283,-5.509225845,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",7.25,"24304004.abf",-5.846525669,-5.236174107,248.74,574.44,35,84,2,"84.1.1",NA
"GK","Glutamate","Male","PPP",7.333333333,"24304004.abf",-8.063065529,-6.842362404,248.74,574.44,35,84,2,"84.1.1",NA
